web-scraper-order,web-scraper-start-url,name,name-href,all critic,all critic-href,review,Rating,Genre,language,Release Date (Theaters),Release Date (Streaming),Distributor
"1676881798-29744","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","In this fable, Mrs. Harris is not only Cinderella, hoping to buy the dress that transforms her into a princess, but the Fairy Godmother as well...","","","","","",""
"1676881798-29745","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Paints a simple yet powerful world where good deeds are rewarded, and anyone can make their dreams come true...","","","","","",""
"1676881798-29746","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","As if she were Cinderella, Ada Harris will overcome a few unfortunate events in a story with bad people that don't end up being that evil, and good people that turn out to be really good people. [Full review in Spanish]","","","","","",""
"1676881798-29747","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","There’s no quibble that the light, feel-good nostalgia trip has its charms, yet those charms are thinly spread over an overly generous running time, its slow direction stretching what should have been a sweet Eailing-style dramedy into a bit of a slog.","","","","","",""
"1676881798-29748","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","… a gem that glitters like the trimmings on a gown.","","","","","",""
"1676881798-29749","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","This is a warm and witty crowd-pleasing delight from start to finish.","","","","","",""
"1676881798-29750","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","To call this film 'feel good' is quite simply a disservice. Enjoy the upgrade to feel great and do yourself a favour. Plan a delicious evening at the pictures, dress up, have a glass of bubbly and let Mrs Harris steal your heart.","","","","","",""
"1676881798-29751","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris, with the incomparable Lesley Manville in the leading role, is a frothy fantasy that is a bit silly, very feminine, and utterly delightful.","","","","","",""
"1676881798-29752","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","If you don’t like “Mrs. Harris Goes to Paris,” you are a grinch, a cowardly custard, a box of rocks with a shriveled heart and sweatpants where your brain should be. What a thing of beauty.","","","","","",""
"1676881798-29753","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","There's a delightfully upbeat tone to this period drama, echoing a radiant performance by Lesley Manville.","","","","","",""
"1676881798-29754","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","What’s so lovely is that Mrs. Harris Goes To Paris is a celebration of beauty and the importance of cherishing those special things in life that may seem silly to others but make us feel most like ourselves.","","","","","",""
"1676881798-29755","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs Harris Goes to Paris, based on Paul Gallico’s 1958 novel, is preposterous.  But it’s as pretty as a pink cloud. The director, Anthony Fabian, knows that in these grim times, escapism is good box office.","","","","","",""
"1676881798-29756","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Manville’s plucky heroine feels tailor-made for the grim back end of 2022.","","","","","",""
"1676881798-29757","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Lesley Manville takes the lead in this charming post-war Cinderella story and perfectly portrays the loveable and disarmingly sweet Mrs Harris.","","","","","",""
"1676881798-29758","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It’s unabashed froth, as substantial as a tulle skirt. And perhaps that’s exactly what we need right now.","","","","","",""
"1676881798-29759","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Manville is wonderful in the role, an island of stillness and veracity in a sea of agreeable froth.","","","","","",""
"1676881798-29760","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It is a half-risen souffle of a film. But its classy leading lady gives it substance.","","","","","",""
"1676881798-29761","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","... Against this backdrop of exploitation, decay and corruption, we’re asked to cheer for a brainwashed blue-collar cleaner who’s about to blow half a grand on a posh frock? The genius of the film, of course, is that we do.","","","","","",""
"1676881798-29762","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Lesley Manville wraps both arms around this role -- and us -- to deliver the message that the only wealth that's really worth anything, in the long run, is kindness.","","","","","",""
"1676881798-29763","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It is handsomely mounted, Manville mostly keeps the sentimentality under control, and if you are in the mood for something pleasantly untaxing you will be pleasantly untaxed.","","","","","",""
"1676881798-29764","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Director Anthony Fabian has made a broad and cheery snowglobe of a film.","","","","","",""
"1676881798-29765","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It’s a thoroughly pleasant if flimsy film... with a distinct perfume of nostalgia wafted towards us, say by the sight of Gitanes lit up on cross-channel flights.","","","","","",""
"1676881798-29766","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Preposterous though it may be, this is a terrific family movie in a style audiences may not have seen since Mary Poppins.","","","","","",""
"1676881798-29767","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs Harris Goes to Paris could never be mistaken for a Ken Loach polemic. But whilst showing us a lot of pretty frocks, it gets awfully close to giving the finger to feudalism.","","","","","",""
"1676881798-29768","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It may sound dismissive to call a film ‘nice’, but that’s exactly what this is. It’s beautifully produced, entirely uncynical niceness. If you’re after just a lovely time, come on in and put your feet up.","","","","","",""
"1676881798-29769","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Certainly, much of this is confection laced, disarmingly and sweetly so. But it is a confection we are fully invested in because our faith in Manville never wavers. We believe in her, and so believe in the film - its modesty, its kindness and warmth.","","","","","",""
"1676881798-29770","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris is only slightly more rooted in reality than, say, Jurassic World Dominion, but beneath the Cinderella sheen it does manage to make some salient points.","","","","","",""
"1676881798-29771","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It is delightful. Unrealistic but delightful.","","","","","",""
"1676881798-29772","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It benefits from the breathtaking couture of three-time Oscar-winning costume designer Jenny Beavan — dresses the movie treats as sacraments worthy of slowing down time — and for Lesley Manville’s performance in the lead.","","","","","",""
"1676881798-29773","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris is charming froth given weight by the delectable performance of British star Lesley Manville as the charwoman who blossoms in the City of Light.","","","","","",""
"1676881798-29774","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Manville, with smiles and warmth, makes it work.","","","","","",""
"1676881798-29775","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","The main reason the film succeeds is Lesley Manville who is perfection in the role.","","","","","",""
"1676881798-29776","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Delightful comedy about the many meanings of the clothes we choose to wear and what these choices say about our lives and values.","","","","","",""
"1676881798-29777","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Like a Powerball ticket, ""Mrs. Harris Goes to Paris"" conjures “what could be,” not what is. And it’s entirely delightful.","","","","","",""
"1676881798-29778","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris is a post-war Cinderella story, with a mature heroine who uses grit and tenacity instead of fairy godmothers to achieve her dreams and find romance along the way.","","","","","",""
"1676881798-29779","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","This movie practically dares you to scoff at it; it feels like a judge is watching you watch the movie, poised to find you guilty of cynicism if you flinch.","","","","","",""
"1676881798-29780","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","What a delightful picture show!
You’ll be entranced before you know.","","","","","",""
"1676881798-29781","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris could have been made fifty or sixty years ago (although its gorgeous cinematography and inclusive casting would have suffered). It’s the sort of feel-good movie that is all too rare these days.","","","","","",""
"1676881798-29782","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It’s the type of cozy, uplifting film that can easily brighten someone’s day.","","","","","",""
"1676881798-29783","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","A nauseatingly time-warped film about how the right fancy dress can change your life.","","","","","",""
"1676881798-29784","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","“Mrs. Harris Goes to Paris” is about more than just wanting a new dress; it’s about pursuing your dreams under impossible circumstances.""","","","","","",""
"1676881798-29785","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","""Mrs. Harris Goes to Paris"" is a delightful movie, with a heartwarming story ... This midcentury fairy tale reminds us beauty is important and kindness, honesty, and sacrifice for others are the keys to a meaningful life.","","","","","",""
"1676881798-29786","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Mrs. Harris Goes to Paris isn’t as inspired as the dresses it showcases but it is a well-mounted argument for the importance of fashion.","","","","","",""
"1676881798-29787","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Lesley Manville shines in this charming, fairy tale-infused movie that offers a lovely diversion. In an era of superhero movies, it's so refreshing to see an ordinary woman being the heroine of her own story.","","","","","",""
"1676881798-29788","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Sometimes it’s good to just be whisked away to a magical world and spend two hours with delightful people having their dreams come true.","","","","","",""
"1676881798-29789","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","This 60-year-old story of pursuing a dream with resolute kindness could not feel more fresh in its knowing class clash. Lesley Manville is an absolute treasure, her command of comedic pathos supreme.","","","","","",""
"1676881798-29790","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Simply delightful in every sense of the word.","","","","","",""
"1676881798-29791","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Ada’s journey is relentlessly pleasant enough to thrill that twinkly great aunt that lives within us all.","","","","","",""
"1676881798-29792","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Overall, a delightful two-hour respite from the summer heat, or any season.","","","","","",""
"1676881798-29793","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","A charming heroine, a delightful story, and all in all good solid entertainment.","","","","","",""
"1676881798-29794","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Lesley Manville's the main reason to see this working class, Queen-For-A-Day, belle of the ball fantasy.","","","","","",""
"1676881798-29795","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","An utter delight.","","","","","",""
"1676881798-29796","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","If this inspires a few eye rolls, it’s nothing compared to how many smiles it elicits.","","","","","",""
"1676881798-29797","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","Lesley Manville is simply wonderful in every moment.","","","","","",""
"1676881798-29798","https://editorial.rottentomatoes.com/guide/best-2022-movies/","Mrs. Harris Goes to Paris","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris","View All Critic Reviews (173)","https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris/reviews","It is nice to see a fairy tale for old people.","","","","","",""
